ODATEDW,OSOURCE,TCODE,STATE,ZIP,MAILCODE,PVASTATE,DOB,NOEXCH,RECINHSE,RECP3,RECPGVG,RECSWEEP,MDMAUD,DOMAIN,CLUSTER,AGE,AGEFLAG,HOMEOWNR,CHILD03,CHILD07,CHILD12,CHILD18,NUMCHLD,INCOME,GENDER,WEALTH1,HIT,MBCRAFT,MBGARDEN,MBBOOKS,MBCOLECT,MAGFAML,MAGFEM,MAGMALE,PUBGARDN,PUBCULIN,PUBHLTH,PUBDOITY,PUBNEWFN,PUBPHOTO,PUBOPP,DATASRCE,MALEMILI,MALEVET,VIETVETS,WWIIVETS,LOCALGOV,STATEGOV,FEDGOV,SOLP3,SOLIH,MAJOR,WEALTH2,GEOCODE,COLLECT1,VETERANS,BIBLE,CATLG,HOMEE,PETS,CDPLAY,STEREO,PCOWNERS,PHOTO,CRAFTS,FISHER,GARDENIN,BOATS,WALKER,KIDSTUFF,CARDS,PLATES,LIFESRC,PEPSTRFL,POP901,POP902,POP903,POP90C1,POP90C2,POP90C3,POP90C4,POP90C5,ETH1,ETH2,ETH3,ETH4,ETH5,ETH6,ETH7,ETH8,ETH9,ETH10,ETH11,ETH12,ETH13,ETH14,ETH15,ETH16,AGE901,AGE902,AGE903,AGE904,AGE905,AGE906,AGE907,CHIL1,CHIL2,CHIL3,AGEC1,AGEC2,AGEC3,AGEC4,AGEC5,AGEC6,AGEC7,CHILC1,CHILC2,CHILC3,CHILC4,CHILC5,HHAGE1,HHAGE2,HHAGE3,HHN1,HHN2,HHN3,HHN4,HHN5,HHN6,MARR1,MARR2,MARR3,MARR4,HHP1,HHP2,DW1,DW2,DW3,DW4,DW5,DW6,DW7,DW8,DW9,HV1,HV2,HV3,HV4,HU1,HU2,HU3,HU4,HU5,HHD1,HHD2,HHD3,HHD4,HHD5,HHD6,HHD7,HHD8,HHD9,HHD10,HHD11,HHD12,ETHC1,ETHC2,ETHC3,ETHC4,ETHC5,ETHC6,HVP1,HVP2,HVP3,HVP4,HVP5,HVP6,HUR1,HUR2,RHP1,RHP2,RHP3,RHP4,HUPA1,HUPA2,HUPA3,HUPA4,HUPA5,HUPA6,HUPA7,RP1,RP2,RP3,RP4,MSA,ADI,DMA,IC1,IC2,IC3,IC4,IC5,IC6,IC7,IC8,IC9,IC10,IC11,IC12,IC13,IC14,IC15,IC16,IC17,IC18,IC19,IC20,IC21,IC22,IC23,HHAS1,HHAS2,HHAS3,HHAS4,MC1,MC2,MC3,TPE1,TPE2,TPE3,TPE4,TPE5,TPE6,TPE7,TPE8,TPE9,PEC1,PEC2,TPE10,TPE11,TPE12,TPE13,LFC1,LFC2,LFC3,LFC4,LFC5,LFC6,LFC7,LFC8,LFC9,LFC10,OCC1,OCC2,OCC3,OCC4,OCC5,OCC6,OCC7,OCC8,OCC9,OCC10,OCC11,OCC12,OCC13,EIC1,EIC2,EIC3,EIC4,EIC5,EIC6,EIC7,EIC8,EIC9,EIC10,EIC11,EIC12,EIC13,EIC14,EIC15,EIC16,OEDC1,OEDC2,OEDC3,OEDC4,OEDC5,OEDC6,OEDC7,EC1,EC2,EC3,EC4,EC5,EC6,EC7,EC8,SEC1,SEC2,SEC3,SEC4,SEC5,AFC1,AFC2,AFC3,AFC4,AFC5,AFC6,VC1,VC2,VC3,VC4,ANC1,ANC2,ANC3,ANC4,ANC5,ANC6,ANC7,ANC8,ANC9,ANC10,ANC11,ANC12,ANC13,ANC14,ANC15,POBC1,POBC2,LSC1,LSC2,LSC3,LSC4,VOC1,VOC2,VOC3,HC1,HC2,HC3,HC4,HC5,HC6,HC7,HC8,HC9,HC10,HC11,HC12,HC13,HC14,HC15,HC16,HC17,HC18,HC19,HC20,HC21,MHUC1,MHUC2,AC1,AC2,ADATE_2,ADATE_3,ADATE_4,ADATE_5,ADATE_6,ADATE_7,ADATE_8,ADATE_9,ADATE_10,ADATE_11,ADATE_12,ADATE_13,ADATE_14,ADATE_15,ADATE_16,ADATE_17,ADATE_18,ADATE_19,ADATE_20,ADATE_21,ADATE_22,ADATE_23,ADATE_24,RFA_2,RFA_3,RFA_4,RFA_5,RFA_6,RFA_7,RFA_8,RFA_9,RFA_10,RFA_11,RFA_12,RFA_13,RFA_14,RFA_15,RFA_16,RFA_17,RFA_18,RFA_19,RFA_20,RFA_21,RFA_22,RFA_23,RFA_24,CARDPROM,MAXADATE,NUMPROM,CARDPM12,NUMPRM12,RDATE_3,RDATE_4,RDATE_5,RDATE_6,RDATE_7,RDATE_8,RDATE_9,RDATE_10,RDATE_11,RDATE_12,RDATE_13,RDATE_14,RDATE_15,RDATE_16,RDATE_17,RDATE_18,RDATE_19,RDATE_20,RDATE_21,RDATE_22,RDATE_23,RDATE_24,RAMNT_3,RAMNT_4,RAMNT_5,RAMNT_6,RAMNT_7,RAMNT_8,RAMNT_9,RAMNT_10,RAMNT_11,RAMNT_12,RAMNT_13,RAMNT_14,RAMNT_15,RAMNT_16,RAMNT_17,RAMNT_18,RAMNT_19,RAMNT_20,RAMNT_21,RAMNT_22,RAMNT_23,RAMNT_24,RAMNTALL,NGIFTALL,CARDGIFT,MINRAMNT,MINRDATE,MAXRAMNT,MAXRDATE,LASTGIFT,LASTDATE,FISTDATE,NEXTDATE,TIMELAG,AVGGIFT,CONTROLN,HPHONE_D,RFA_2R,RFA_2F,RFA_2A,MDMAUD_R,MDMAUD_F,MDMAUD_A,CLUSTER2,GEOCODE2
9101,SPG,2,TX,75503-, , ,5203,0,X, , , ,XXXX,S2,19,46,E,H, , , ,B,2,4,F,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,22,58,6,10,9,8, , , ,6, , , , , , , , , , , , , , , , , , , ,1,X,1406,402,450,70,0,30,49,51,97,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,34,42,43,33,45,47,33,30,47,23,9,16,33,19,8,10,5,11,13,37,23,16,21,6,19,10,27,63,40,16,2,74,4,5,17,257,312,96,95,0,0,0,0,0,0,0,900,992,5,4,90,10,98,2,9,55,89,83,50,96,4,4,1,3,2,10,1,26,59,13,0,1,0,2,12,39,67,93,1,0,72,62,64,17,5,0,0,3,8,0,0,1,40,53,78,88,8360,321,612,464,525,551,586,18551,6,12,10,24,29,8,2,1,6,4,8,12,24,33,9,2,2,7,22,0,66,0,49,51,24,86,10,0,0,0,0,0,0,4,24,4,16,17,0,59,65,75,54,74,53,61,64,0,0,0,23,27,6,14,10,0,2,3,0,9,0,2,4,1,0,4,18,4,5,10,7,8,1,1,0,14,14,5,8,3,10,7,5,72,1,1,141,4,9,19,23,6,19,20,4,34,2,26,10,0,0,0,11,22,0,46,9,19,15,0,9,2,5,0,0,13,0,0,1,0,0,2,1,0,2,47,98,1,1,0,97,82,26,5,12,0,18,39,78,94,6,0,0,67,2,29,0,0,1,51,49,22,99,99,11,2,8,4,9706,9606,9604,,9603,9602,9601,9511,,9510,9508,,9506,,9503,9502,9501,9411,9411,9410,9409,9407,9406,L1G,A1G,A1G, ,I1G,L1G,L1G,L1G, ,L1G,L1G, ,L1G, ,L1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,A1G,20,9702,60,5,12,,,,,9603,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,117,6,3,10,9103,25,9202,25,9603,9103,9202,11,19.5,190912,0,L,1,G,X,X,X,15,C
8601,WKB,0,LA,70739, , ,5612,0, , , , ,XXXX,T2,40,41,I,H, , , , ,,5,M,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,22,53,31,9,9,0, , , ,8,04, , , , , , ,Y, , , , , , , , , , , ,3,X,1595,420,471,0,0,99,50,50,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,28,37,38,28,40,43,37,34,47,20,12,28,32,12,9,6,3,12,15,39,22,12,14,4,12,9,23,68,51,21,6,72,7,4,17,302,338,90,89,0,0,0,0,0,0,0,700,749,3,2,92,8,96,4,0,63,89,81,57,96,4,5,2,4,5,9,2,32,59,8,0,0,0,0,2,12,37,91,0,0,60,55,59,19,6,0,0,9,6,0,0,1,6,21,29,53,760,249,716,393,432,412,434,11454,11,12,16,33,24,2,2,0,0,5,11,15,40,25,2,2,0,0,19,4,50,3,27,73,1,84,12,1,1,0,0,0,1,2,2,21,31,34,8,80,71,89,53,84,53,56,42,99,99,0,12,15,4,8,19,0,3,5,0,18,2,7,6,1,1,20,16,3,5,5,15,6,4,1,0,6,6,8,6,9,9,0,4,74,3,1,120,2,8,46,24,3,14,2,7,30,3,29,4,0,0,0,11,22,0,53,9,31,0,1,5,9,3,0,0,7,3,0,0,0,0,0,0,0,1,84,97,0,0,3,99,87,30,9,16,2,7,26,84,93,7,0,0,58,1,25,0,0,16,99,0,62,99,99,7,2,1,7,9706,9606,9604,,9603,9602,9601,9511,9510,9510,9508,9507,9506,,9503,9502,9501,9411,9411,9410,9409,9407,9406,L1E,A1E,A1E, ,A1E,A1E,A1E,A1E,S2E,S2E,S2E,S2E,S2E, ,S4E,S4E,S4E,S4E,S4E,S4E,S4E,S4E,S4E,30,9702,78,5,12,,,,,,,9512,,,,,,,,,,,,,,9408,,,,,,,,12,,,,,,,,,,,,,,14,,207,22,9,5,8812,14,9311,12,9512,8707,8804,9,9.4090909091,109586,0,L,1,E,X,X,X,17,B
9401,CFI,1,CO,80239, , ,0,0, , , , ,XXXX,S2,18,, ,U, , , , ,,2,M,,0,,,,,,,,,,,,,,,2,3,26,52,0,8,2,8, , , ,, , , , , , , , , , , , , , , , , , , , , ,882,211,246,99,0,0,49,51,43,44,2,4,17,0,1,0,0,0,1,0,14,0,0,3,23,36,38,26,37,41,40,35,41,24,18,25,30,18,6,2,1,14,14,33,23,16,6,0,3,13,17,71,50,28,13,50,14,4,32,300,356,99,99,0,0,0,0,0,0,0,528,532,5,4,68,32,85,15,0,65,86,56,44,92,8,21,4,17,11,11,2,12,29,2,17,25,1,1,1,1,2,61,0,0,58,59,59,21,5,0,0,0,31,0,0,0,26,74,86,91,2080,241,751,299,308,306,304,8381,8,27,44,14,5,2,0,0,0,12,20,45,15,6,2,0,0,0,15,6,26,17,52,48,16,71,18,10,10,0,0,0,1,0,0,50,21,24,4,62,84,92,78,92,63,86,59,99,99,0,7,11,6,9,22,3,3,13,0,13,2,7,4,0,0,12,8,11,0,3,17,2,10,7,2,13,4,3,6,8,2,8,5,72,5,0,120,2,18,33,31,8,6,2,10,32,4,28,11,1,3,0,12,26,0,52,4,0,48,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,41,95,5,0,0,97,53,19,5,18,0,0,4,72,99,0,0,0,86,0,14,0,0,0,99,0,98,99,98,6,0,3,2,9706,9606,9604,9604,9603,9602,9601,9511,9510,9509,9508,9507,9506,,9503,,,9411,9411,9410,9409,,,L3E,A3E,A3E,A3E,A3E,A4E,A4E,A3E,A3E,A3E,A3E,A2E,A1E, ,A1E, , ,N1D,N1D,N1D,N1D, , ,13,9702,36,6,13,,,,,,,,,,,9509,9507,,9505,,,,,9412,,,,,,,,,,,,,,14,11,,13,,,,,11,,,,54,5,3,5,9309,14,9509,14,9509,9309,9412,15,10.8,130618,1,L,3,E,X,X,X,25,B
8601,PRV,1002,FL,33351-, , ,4406,0, , , , ,XXXX,S1,11,54,E,H, , , ,M,1,3,M,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,32,31,39,12,2,3, , , ,8, , , , , , , , , , , , , , , , , , , , ,X,26916,7353,10154,99,0,0,48,52,90,6,0,3,10,0,0,1,1,0,0,0,0,3,2,5,31,37,39,33,41,44,26,47,37,16,11,31,25,12,8,8,5,19,20,33,17,11,16,4,13,20,34,46,25,7,2,60,12,5,23,188,261,52,35,0,47,47,41,2,2,0,987,1016,6,6,63,37,90,10,24,40,72,59,32,83,17,8,1,7,15,18,8,20,58,12,2,4,0,0,4,48,82,99,0,4,35,49,49,14,5,17,30,0,6,4,27,0,88,97,98,98,2680,127,528,387,415,420,448,16439,12,15,16,26,22,6,2,0,0,9,13,16,28,25,7,2,0,1,19,2,42,5,70,30,26,84,11,1,0,0,0,1,2,1,1,13,23,28,5,76,75,84,67,81,65,71,54,96,97,1,12,16,4,18,20,1,3,9,1,11,2,1,2,1,0,5,11,4,3,6,22,11,6,3,1,8,5,6,6,8,1,2,5,79,3,0,129,4,10,31,23,9,17,6,5,19,3,15,6,0,0,0,14,28,1,34,13,30,16,0,2,1,5,0,1,4,8,0,3,0,5,1,0,0,14,21,83,9,2,7,97,62,13,3,7,6,39,73,99,99,0,19,8,1,0,99,0,0,0,99,0,99,99,99,10,3,4,5,9706,9606,9604,,9603,9602,9601,9509,9510,9511,9510,,9506,,9503,,9501,9411,9411,9410,9409,9407,9406,L1E,A1E,A1E, ,A1E,A1E,A1E,A1E,A1E,A1E,A1E, ,A1E, ,L4E, ,S2E,S3E,S3E,S3E,S3E,S4E,S4E,30,9702,69,5,12,,,,,,,9601,,,,,,,,,9501,,,,,,,,,,,,,12,,,,,,,,,12,,,,,,,140,16,9,5,9211,12,9306,12,9601,8904,9012,20,8.75,36865,0,L,1,E,X,X,X,9,A
8601,MBC,1,CA,94112, , ,1206,0, , , , ,XXXX,U1,02,86,E,H, , , , ,,5,M,,0,,,,,,,,,,,,,,,2,0,9,15,65,7,3,8, , , ,5, , , , , , , , , , , , , , , , , , , , ,X,1766,408,611,99,0,0,48,52,56,4,1,25,40,0,0,7,17,1,0,0,17,1,0,22,33,40,44,37,45,48,20,44,34,22,14,25,18,12,13,10,8,19,17,29,16,19,32,11,27,23,30,47,29,17,10,45,12,9,35,190,286,56,44,16,43,27,10,0,0,0,2923,2864,7,6,49,51,94,6,6,31,67,44,21,80,20,10,3,7,19,27,10,9,33,14,1,3,0,86,93,96,98,98,46,12,31,48,47,15,6,38,5,0,12,28,10,0,72,83,91,96,7360,65,807,333,401,383,439,12793,24,16,12,24,11,9,1,2,1,17,17,6,32,12,11,1,2,2,35,8,37,11,51,49,14,41,5,41,31,10,0,1,11,1,0,25,29,33,12,69,68,78,59,68,56,73,63,55,99,5,13,7,2,11,22,1,2,13,0,15,5,3,5,0,0,6,10,8,5,3,18,13,7,3,0,6,6,8,6,7,3,8,11,69,1,0,120,16,15,26,14,4,12,14,7,19,1,13,13,0,0,0,4,9,0,15,32,65,18,0,1,0,2,0,0,4,7,1,0,0,0,0,0,0,45,44,35,39,20,6,69,38,8,10,51,0,0,0,2,2,98,0,0,91,0,8,0,0,0,99,0,99,99,99,12,2,5,7,9706,9606,9604,,,9602,9601,9511,9510,9510,9508,9507,9506,9504,9503,9502,9501,9411,9411,9410,9409,9407,9406,L3D,S3D,S3D, , ,S4D,S4D,S4D,S4D,S4D,S4D,S4D,S4D,S4D,S4D,S4D,S4D,S4D,S3D,S3D,S3D,S3D,S3D,32,9702,77,5,10,,,,,,9602,,,,,,9507,,9504,,,,9412,,9410,9408,9406,,,,,,7,,,,,,7,,9,,,,7,,7,7,7,170,29,15,5,9307,9,9504,7,9602,8610,8703,5,5.8620689655,163172,0,L,3,D,X,X,X,28,A
8801,IMP,0,CA,92116, , ,5801,0, , , , ,XXXX,U3,09,40,E,H, , , , ,,4,F,2,0,,,,,,,,,,,,,,,3,1,33,19,46,5,0,4, , , ,2, , , , , , , , , , , , , , , , , , , ,1,X,1254,251,576,99,0,0,50,50,68,13,1,13,16,1,0,0,0,0,3,0,12,0,0,4,31,35,38,34,42,45,22,52,34,14,13,33,21,8,8,8,8,26,16,32,15,11,19,12,18,41,31,27,13,6,3,33,22,7,38,127,210,38,36,8,61,53,46,3,3,0,1390,1424,5,5,23,77,95,5,0,25,44,27,13,61,39,12,2,10,31,30,15,8,45,15,4,8,0,11,39,81,92,98,0,19,10,37,38,11,5,45,17,0,20,15,42,0,38,76,95,98,7320,15,825,243,271,250,267,11806,29,22,26,17,7,0,0,0,0,24,17,32,23,4,0,0,0,0,22,14,34,23,80,20,18,72,16,9,9,0,0,1,1,0,2,0,19,23,1,76,66,73,60,71,57,76,38,99,0,8,15,8,4,8,24,0,0,10,0,16,8,3,5,0,0,6,18,4,0,11,16,4,5,7,0,15,2,7,5,5,0,4,1,75,13,2,135,12,10,15,37,10,12,5,5,20,3,14,8,2,1,2,17,33,3,19,38,46,22,0,8,1,4,0,0,2,3,1,1,1,0,1,1,0,27,30,73,12,14,2,74,33,6,2,31,0,8,15,15,15,85,3,2,81,1,18,0,0,0,99,0,99,99,95,9,1,3,5,9706,9606,9604,9604,9603,9602,9601,9511,9510,9509,9509,9507,9506,,9503,9502,9412,9411,9411,9410,9409,9407,9406,L2F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F,A1F, ,A1F,A1F,A1F,A2F,A2F,A2F,A2F,A1F,A1F,29,9702,74,6,13,,,,,9603,,,,,,,9506,,,,,,,,,,9406,,,,,20,,,,,,,20,,,,,,,,,,20,179,15,7,3,8801,20,9308,20,9603,8801,8809,8,11.933333333,153457,0,L,2,F,X,X,X,27,A
8601,MBC,0,LA,71410, , ,6001,0, , , , ,XXXX,R2,43,38,I, , , , , ,,,M,,0,,,,,,,,,,,,,,, ,0,24,24,38,7,7,3, , , ,2, , , , , , , , , , , , , , , , , , , ,2,X,5593,1436,1887,0,0,99,53,47,74,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,41,45,35,45,48,26,38,41,21,13,22,20,14,12,11,7,13,17,35,20,15,31,13,30,22,30,47,29,12,5,58,11,9,22,190,272,77,77,0,0,0,0,8,8,0,358,414,1,1,88,12,78,22,12,40,76,63,32,83,17,8,2,6,11,18,1,16,44,14,6,16,3,0,1,4,12,33,0,4,39,50,52,15,4,0,0,21,9,0,0,3,1,2,4,13,0,327,628,194,242,251,295,9019,39,22,15,15,5,3,1,1,0,29,23,18,18,7,3,1,1,0,31,12,18,23,34,66,4,81,15,0,0,0,0,0,2,1,2,26,22,27,10,63,48,55,39,50,36,49,32,62,99,9,11,7,1,10,10,0,2,11,3,19,5,13,7,2,4,8,22,6,3,2,18,1,6,1,0,9,11,3,4,7,7,3,9,70,3,0,120,13,26,39,11,2,5,4,1,21,1,17,3,0,0,0,13,24,0,24,24,38,10,0,2,3,4,0,0,8,0,0,0,0,0,0,0,0,0,87,98,0,0,1,89,54,19,11,20,1,7,26,54,75,25,0,0,19,22,37,1,0,21,78,22,8,96,87,7,2,7,5,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,,9503,9502,9412,9411,,9410,9409,9407,9406,L3F,A3F,A3F,A3F,A2F,A3F,A3F,A3E,A3E,A3E,A3E,A2E,A2E, ,A2E,A2E,A2E,A1E, ,A1E,A1E,A1E,A1E,29,9702,70,6,16,,,,,,9602,,,,9510,,9506,,,,,,,9411,9410,,,,,,,,15,,,,16,,10,,,,,,,10,10,,,118,11,9,5,8707,16,9510,15,9602,8608,8707,11,10.727272727,110682,0,L,3,F,X,X,X,61,D
8601,STR,2,NC,27302, , ,3012,0, , , , ,XXXX,T2,36,67,E,H, , , , ,,4,M,3,13,0,0,3,0,1,0,0,0,0,1,0,1,0,0,3,0,27,10,33,0,0,2, , , ,3, , , ,Y,Y, , ,Y,Y, , , , , , , , , , ,3,X,851,248,317,94,0,6,47,53,62,37,0,1,1,1,0,0,0,0,0,0,0,0,0,0,36,44,48,38,47,50,22,41,38,21,13,19,19,16,12,13,8,16,16,31,19,18,32,12,30,20,36,44,24,12,4,59,10,10,22,184,266,89,88,2,10,7,7,1,1,0,655,711,3,2,77,23,97,3,0,35,78,63,26,90,10,9,0,9,8,21,2,12,36,14,6,22,9,2,3,10,35,73,0,0,44,52,55,14,5,5,5,0,14,2,7,0,4,15,32,72,3120,281,518,250,265,272,311,9874,31,19,23,10,17,0,0,0,0,23,19,22,13,22,0,0,0,0,23,8,41,16,19,81,0,89,7,4,4,0,0,0,0,0,0,22,14,17,0,47,67,78,57,65,53,75,38,83,0,8,2,4,6,22,14,0,0,7,0,15,18,6,7,0,0,0,33,8,4,10,29,4,4,6,0,4,0,0,0,0,0,2,7,85,6,0,120,13,23,25,20,8,9,2,1,19,0,19,1,0,0,0,13,27,0,10,81,33,0,0,9,0,6,0,0,3,0,0,0,0,0,1,0,0,5,87,91,3,0,6,93,55,30,11,28,0,5,20,36,70,30,0,0,80,0,20,0,0,0,93,3,86,93,92,7,2,12,9,9706,9606,9604,,9603,9602,9601,9511,9510,9510,9509,,9506,,9503,9502,9501,9411,9411,9410,9409,9407,9406,L1E,A1E,A1E, ,A1E,A1E,A1E,A1E,A1E,A1E,A1E, ,L2E, ,L3E,L4E,L4E,A1E,A1E,A1E,A1E,S2E,S2E,29,9702,71,5,12,,,,,,,,,,,,,,9506,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,121,17,9,3,8705,11,9506,11,9506,8703,8705,2,7.1176470588,16057,1,L,1,E,X,X,X,54,C
9201,TIM,28,WA,99214, , ,0,0, , , , ,XXXX,C3,31,, , , , , , ,,,F,,0,,,,,,,,,,,,,,, ,0,0,0,0,0,0,0, , , ,, , , , , , , , , , , , , , , , , , , , , ,2990,821,1294,99,0,0,47,53,96,1,1,1,2,0,0,0,0,0,0,0,1,0,0,1,33,41,45,37,45,49,24,42,38,20,12,23,18,13,13,12,8,18,15,34,19,14,26,12,24,32,35,33,20,7,2,56,14,8,22,152,231,68,63,5,31,26,24,0,0,0,564,569,3,3,56,44,97,3,9,30,63,51,22,79,21,8,1,7,16,25,5,19,58,20,0,1,0,0,0,0,9,68,0,6,44,57,54,13,4,11,20,1,14,6,24,0,6,14,49,95,7840,337,881,236,275,279,317,12577,30,24,19,14,11,1,1,0,0,16,28,21,22,12,1,1,1,0,29,4,41,10,48,52,9,84,11,1,1,0,0,0,2,2,1,1,17,19,2,64,68,75,61,71,57,70,48,76,65,8,8,11,4,16,14,0,2,15,1,11,4,8,5,2,0,5,11,7,2,8,26,8,3,3,1,9,7,5,4,5,5,2,5,76,8,0,121,6,10,33,30,9,9,2,2,22,2,16,7,0,1,0,18,37,1,27,33,30,11,0,4,1,17,0,0,4,1,3,0,0,0,1,1,0,1,55,97,1,1,1,95,56,18,5,29,0,3,6,20,33,67,1,1,29,1,46,17,0,7,99,0,31,99,99,9,2,8,6,9706,9606,9604,9604,9603,9602,9601,9511,9510,9510,9509,9507,9506,,9504,,,9411,9411,9410,9409,,,L4E,A4E,A4E,A4E,A3E,A4E,A4E,A4E,A3E,A3E,A3E,A2E,A1E, ,A1E, , ,L2D,L2D,L2D,L2D, , ,16,9702,41,6,12,,,,,,9601,,,,,9508,9506,,9504,,,,,9411,,,,,,,,,10,,,,,10,10,,10,,,,,10,,,,58,7,5,3,9210,10,9411,10,9601,9210,9303,5,8.2857142857,184183,0,L,4,E,X,X,X,35,B
8601,STL,1,IL,60546, , ,1508,0, , , , ,XXXX,U1,02,82,E,H, , , , ,1,4,M,9,13,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,33,14,35,12,6,0, , , ,9,05, ,Y, , , ,Y,Y,Y,Y, , , , , ,Y, , , ,2,X,790,229,283,99,0,0,48,52,99,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,38,45,47,38,48,50,24,38,45,17,8,16,25,15,16,10,9,15,18,35,23,9,29,11,26,17,35,48,32,11,5,67,3,8,22,194,279,99,99,0,0,0,0,0,0,0,1863,1981,6,7,99,1,98,2,0,35,81,72,32,92,8,3,0,2,7,18,2,21,57,21,0,0,0,41,72,95,98,99,8,0,85,67,69,15,4,0,0,0,1,0,0,0,67,67,99,99,1600,51,602,655,757,676,795,26433,8,8,2,19,20,24,8,5,5,0,3,0,18,27,31,7,6,7,43,2,86,1,21,79,3,69,5,24,2,20,2,0,0,2,0,17,30,35,13,70,65,81,51,76,51,46,40,0,0,0,37,20,0,18,14,0,0,3,0,3,3,0,2,1,0,2,17,2,0,5,8,17,7,2,2,7,13,14,4,12,6,0,7,63,12,0,160,0,3,21,18,1,37,21,12,11,5,14,4,0,0,0,16,33,0,14,30,35,0,0,4,0,7,0,0,9,13,1,6,0,0,1,0,0,3,80,90,0,0,10,90,62,18,17,51,0,0,0,2,10,90,0,0,99,0,0,0,0,0,99,0,99,99,99,12,4,14,5,9706,9606,9604,9604,9603,9602,9601,9511,9510,9509,9508,,9506,9504,9503,9502,9501,9411,9411,9410,9409,9407,9406,L2F,S2F,S2F,S2F,S2F,A1E,A1E,A1E,A1E,A1E,A1E, ,A1E,S2F,S3F,S2F,S2F,S2F,S2F,S2F,S2F,S2F,A1E,33,9702,79,6,13,,,,,,,,9512,,9510,,,,,,,,9412,,,,,,,,,,,,16,,10,,,,,,,,14,,,,,262,17,11,6,9211,28,9204,16,9512,8609,8707,10,15.411764706,92572,1,L,2,F,X,X,X,7,A
8601,DRK,0,FL,33019, , ,4907,0, , , , ,XXXX,C1,23,48,I, , , , , ,,,F,,0,,,,,,,,,,,,,,, ,0,36,22,51,7,2,0, , , ,9,14, , , , , , , , , , , , , , , , , , , ,X,936,281,413,99,0,0,49,51,99,1,0,0,7,0,0,0,0,0,0,0,0,1,3,3,49,53,55,47,52,54,12,35,37,29,6,14,16,17,18,18,12,15,15,29,21,20,42,13,36,24,47,29,15,5,1,59,10,9,22,155,227,69,57,0,31,31,31,0,0,0,2295,2800,5,5,69,31,89,11,75,17,68,60,14,81,19,3,1,2,16,22,8,9,55,34,0,1,0,57,75,94,99,99,36,3,53,63,58,13,3,0,31,0,3,0,27,0,23,74,96,96,2680,127,528,494,621,612,752,46229,15,17,6,13,20,7,6,0,17,9,11,2,15,22,10,9,0,22,37,5,57,5,50,50,18,85,4,1,1,0,0,0,2,8,2,27,15,19,0,55,62,73,52,73,50,55,48,99,0,5,26,26,3,24,7,3,0,5,0,1,0,4,1,0,0,4,7,5,2,3,22,12,4,7,1,16,7,12,0,7,2,0,6,82,2,1,135,7,10,25,19,4,16,18,11,5,3,5,8,0,0,0,18,36,1,22,16,51,0,0,4,1,2,0,1,5,8,0,4,0,10,0,0,0,18,13,83,4,0,14,90,52,14,5,27,0,1,1,29,63,37,9,4,5,0,94,0,0,0,99,0,98,99,99,17,4,9,9,9706,9606,9604,,9603,9602,9601,9511,9510,9510,9509,9507,9506,,9503,9502,9412,9411,9411,9410,9409,9407,9406,L2E,A2E,A2E, ,A2E,A2E,A2E,A2E,A1E,A1E,A1E,A2E,A2E, ,A1E,A2E,A2E,A3E,A3E,A3E,A3E,A2D,A2D,29,9702,65,4,10,,,,,,,,,,,9508,,,9504,,,,,,,,9406,,,,,,,,,,,5,,,12,,,,,,,,10,95,15,9,2,9012,12,9504,5,9508,8701,8802,13,6.3333333333,36643,0,L,2,E,X,X,X,13,A
